muse_id,page_id,sentence_id,example_id,indicator_code,session_id,ann_ex_tokens,page_tokens,sem_similarity,token_n,lemma_n,ann_overlap_lemma,ann_overlap_token,example_len,txt_overlap_lemma,txt_overlap_token,ann_overlap_criticwords,lemmatoken_n,ann_overlap_tokenlemma,txt_overlap_tokenlemma,indicator_code_closed_indef,indicator_code_closed_perm,indicator_code_finance_health,indicator_code_funding_did_not_get,indicator_code_funding_fundraise,indicator_code_funding_gov_emer,indicator_code_funding_other_emer,indicator_code_lang_difficulty,indicator_code_made_covid_safe,indicator_code_online_engag,indicator_code_online_event,indicator_code_online_exhib,indicator_code_open_cafe,indicator_code_open_cur,indicator_code_open_onlineshop,indicator_code_project_postpone,indicator_code_reopen_intent,indicator_code_reopen_plan,indicator_code_staff_hiring,indicator_code_staff_restruct,indicator_code_staff_working,overlap_bin,valid_match
mm.MDN.006,706877,mus_page706877_sent00143,ann_ex_00232,reopen_intent,20210304,welcome you back in,positive activities grant pag rural funding back rural funding rural funding burton pidsea community wind farm fund east riding yorkshire future communities initiative goole fields wind farm community fund lissett community wind farm fund,0.5686,1,1,0.25,0.25,4,0.02941,0.02941,0.5,1,0.25,0.02941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"(0.0, 0.45]",F
mm.ace.1089,53136,mus_page53136_sent00118,ann_ex_00002,closed_cur,20210304,closed members public further notice,how to here close directions google maps address leominster herefordshire hr6 0dw cycle cycle route information foot,0.6175,0,1,0.2,0,5,0.05882,0,0.33333,1,0.2,0.05882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.0, 0.45]",F
mm.wiki.009,124854,mus_page124854_sent00029,ann_ex_00221,reopen_intent,20210304,updates reopening,visit bookings closed we reopening date,0.6741,1,1,0.5,0.5,2,0.16667,0.16667,1,1,0.5,0.16667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"(0.45, 1.01]",T
mm.mgs.286,123975,mus_page123975_sent00064,ann_ex_00206,open_onlineshop,20210304,visit our online shop,online take look our collection great gift ideas inspired scotland ’s national bard,0.7736,2,2,0.5,0.5,4,0.15385,0.15385,0.5,2,0.5,0.15385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"(0.45, 1.01]",T
mm.ace.1089,53136,mus_page53136_sent00133,ann_ex_00246,reopen_intent,20210304,look forward welcoming you again soon,place runs gift aid entry we 'll offer you clear choice gift aid admission prices standard admission prices admission point,0.7377,1,1,0.16667,0.16667,6,0.05,0.05,0.33333,1,0.166666667,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"(0.0, 0.45]",F
mm.domus.SE234,57275,mus_page57275_sent00097,ann_ex_00235,reopen_intent,20210304,we look forward seeing soon,now take care we ’ll see you soon,0.9031,2,3,0.6,0.4,5,0.375,0.25,0.5,3,0.6,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"(0.45, 1.01]",T
mm.wiki.357,1050500,mus_page1050500_sent00072,ann_ex_00161,lang_difficulty,20210304,these unprecedented times we need support more ever,visits groups etc outside standard opening times may arranged please contact museum details,0.7615,1,1,0.125,0.125,8,0.07692,0.07692,1,1,0.125,0.07692,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.0, 0.45]",F
mm.musa.126,571511,mus_page571511_sent00034,ann_ex_00231,reopen_intent,20210304,welcome visitors back our site soon able,visitors can browse earls fitzwilliam ’s workshops now packed shops traditional cafes delicatessens antiques,0.5986,1,1,0.14286,0.14286,7,0.07143,0.07143,0.5,1,0.142857143,0.07143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"(0.0, 0.45]",F
mm.domus.NW056,335221,mus_page335221_sent00008,ann_ex_00050,finance_health,20210304,enables us to continue confidence,your gift will support work greater manchester police museum enable us to continue looking uni,0.8524,3,4,0.8,0.6,5,0.26667,0.2,0.5,4,0.8,0.26667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.45, 1.01]",T
mm.domus.YH054,179503,mus_page179503_sent00095,ann_ex_00246,reopen_intent,20210304,look forward welcoming you again soon,you want us to follow you,0.8428,1,1,0.16667,0.16667,6,0.16667,0.16667,0.33333,1,0.166666667,0.16667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"(0.0, 0.45]",F
mm.hha.049,774019,mus_page774019_sent00048,ann_ex_00055,funding_did_not_get,20210304,we applied many not received grants to help,villages included it streets seldom compact regular houses scattered large commons belonging each parish which not enclosed voifinage rest vale enclosed roads general excessively bad,0.7201,1,1,0.125,0.125,8,0.04,0.04,0.33333,1,0.125,0.04,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.0, 0.45]",F
mm.misc.116,583026,mus_page583026_sent00024,ann_ex_00190,online_exhib,20210304,online collection,cassiobury collection photo collections,0.7628,1,1,0.5,0.5,2,0.25,0.25,0.5,1,0.5,0.25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(0.45, 1.01]",F
mm.domus.SC072,661599,mus_page661599_sent00058,ann_ex_00149,lang_difficulty,20210304,critical time,it intended to provide real time availability information relating accommodation which also provided third parties,0.7234,1,1,0.5,0.5,2,0.06667,0.06667,0.5,1,0.5,0.06667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.45, 1.01]",F
mm.domus.SE292,579156,mus_page579156_sent00013,ann_ex_00264,staff_hiring,20210304,interested volunteering,we just finalised years rota march our volunteers we taken decision advise kcc us to close public further notice,0.6158,0,1,0.5,0,2,0.05263,0,1,1,0.5,0.05263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(0.45, 1.01]",F
mm.musa.165,508226,mus_page508226_sent00050,ann_ex_00277,staff_working,20210304,we continuing to work,expert scroungers we persuaded driver jcb working harwich beach to come our aid moat,0.7516,2,3,0.75,0.5,4,0.21429,0.14286,0.5,3,0.75,0.21429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"(0.45, 1.01]",F
mm.ace.1229,349686,mus_page349686_sent00080,ann_ex_00257,reopen_plan,20210304,we currently plan to re open,weʼre raising to help us to pay insurances to keep railway ticking we can open again,0.8775,3,3,0.5,0.5,6,0.1875,0.1875,0.5,3,0.5,0.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(0.45, 1.01]",F
mm.domus.SW035,304234,mus_page304234_sent00048,ann_ex_00190,online_exhib,20210304,online collection,our videos click play button below to view our videos shop online,0.661,1,1,0.5,0.5,2,0.08333,0.08333,0.5,1,0.5,0.08333,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(0.45, 1.01]",T
mm.ace.1089,53136,mus_page53136_sent00118,ann_ex_00031,closed_cur,20210304,currently closed line government restrictions,how to here close directions google maps address leominster herefordshire hr6 0dw cycle cycle route information foot,0.5967,0,1,0.2,0,5,0.05882,0,0.33333,1,0.2,0.05882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.0, 0.45]",F
mm.ace.1278,561236,mus_page561236_sent00004,ann_ex_00025,closed_cur,20210304,currently closed line government restrictions,bletchley park temporarily closed lockdown restrictions donate,0.6413,2,2,0.4,0.4,5,0.28571,0.28571,0.66667,2,0.4,0.28571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.0, 0.45]",T
mm.nimc.036,578429,mus_page578429_sent00032,ann_ex_00190,online_exhib,20210304,online collection,book tickets online,0.6925,1,1,0.5,0.5,2,0.33333,0.33333,0.5,1,0.5,0.33333,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(0.45, 1.01]",F
mm.hha.159,197845,mus_page197845_sent00035,ann_ex_00256,reopen_plan,20210304,we currently plan to re open early,public open days private tours access house main gates coast road aberlady longniddry,0.7626,1,1,0.14286,0.14286,7,0.07692,0.07692,0.5,1,0.142857143,0.07692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(0.0, 0.45]",F
mm.domus.EM095,715533,mus_page715533_sent00029,ann_ex_00153,lang_difficulty,20210304,difficult time,see events timed entry,0.6309,0,1,0.5,0,2,0.25,0,0.5,1,0.5,0.25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.45, 1.01]",F
mm.misc.092,333415,mus_page333415_sent00010,ann_ex_00158,lang_difficulty,20210304,it unclear moment just how much will cover difficult time,time slot plan,0.711,1,1,0.1,0.1,10,0.33333,0.33333,1,1,0.1,0.33333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.0, 0.45]",F
mm.domus.SW234,164233,mus_page164233_sent00067,ann_ex_00056,funding_did_not_get,20210304,covid not receiving support,we need your support years people you helped us protect some uk best loved places,0.7333,1,1,0.25,0.25,4,0.06667,0.06667,0.33333,1,0.25,0.06667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.0, 0.45]",F
mm.domus.NW078,1049717,mus_page1049717_sent00066,ann_ex_00189,online_exhib,20210304,online exhibition,take part arts heritage libraries music service got together to create take part an online space makes it easy to see what creative activities you can involved,0.5865,1,1,0.5,0.5,2,0.03704,0.03704,0.5,1,0.5,0.03704,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(0.45, 1.01]",F
mm.wiki.430,923712,mus_page923712_sent00013,ann_ex_00161,lang_difficulty,20210304,these unprecedented times we need support more ever,unique dwelling earth floor careful presentation authentic period artefacts enable visitors to feel they stepped back time to experience life lived remote rural welsh cottage turn 20th century,0.8109,0,1,0.125,0,8,0.03571,0,1,1,0.125,0.03571,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.0, 0.45]",F
mm.domus.YH063,177042,mus_page177042_sent00018,ann_ex_00275,staff_working,20210304,please contact museum information,experience life love loss people their industrial heritage community museum,0.5784,1,1,0.25,0.25,4,0.1,0.1,0.5,1,0.25,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"(0.0, 0.45]",F
mm.domus.WM003,586790,mus_page586790_sent00002,ann_ex_00253,reopen_intent,20210304,we look forward seeing again soon,what to see forge mill bordesley abbey visitor centre,0.6958,0,1,0.16667,0,6,0.11111,0,0.5,1,0.166666667,0.11111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"(0.0, 0.45]",F
mm.musa.154,1040635,mus_page1040635_sent00124,ann_ex_00277,staff_working,20210304,we continuing to work,most recent restoration carried essex county council contribution european architectural heritage year thanks care dedication thaxted people previous years guildhall continues to represent civic life town active daily use,0.8026,1,2,0.5,0.25,4,0.06897,0.03448,0.5,2,0.5,0.06897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"(0.45, 1.01]",F
mm.aim.0447,470518,mus_page470518_sent00008,ann_ex_00094,funding_fundraise,20210304,please support conservation our properties collections making donation,firstly you would like to make donation please use link https://bit.ly/2wxduih our gofundme campaign to raise money museum,0.8312,3,4,0.5,0.375,8,0.22222,0.16667,0.5,4,0.5,0.22222,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.45, 1.01]",T
mm.wiki.409,765328,mus_page765328_sent00072,ann_ex_00098,funding_fundraise,20210304,please support us time donation,admission free donations welcome museum receives no funding relies entirely visitor donations,0.7847,0,1,0.2,0,5,0.08333,0,0.5,1,0.2,0.08333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.0, 0.45]",T
mm.domus.SW198,438301,mus_page438301_sent00073,ann_ex_00042,closed_indef,20210304,museum closed further notice,telephone email antony@nationaltrust.org.uk antony how to here close directions google maps address torpoint cornwall pl11 cycle ncn27 miles cycle route information bus,0.6776,0,1,0.25,0,4,0.04545,0,0.5,1,0.25,0.04545,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.0, 0.45]",F
mm.domus.NI028,8709,mus_page8709_sent00022,ann_ex_00262,staff_hiring,20210304,earliest days we relied work volunteers,safety our staff volunteers visitors local communities remains our priority,0.7743,1,1,0.16667,0.16667,6,0.1,0.1,1,1,0.166666667,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(0.0, 0.45]",F
mm.ace.1127,11983,mus_page11983_sent00049,ann_ex_00116,funding_gov_emer,20210304,we very grateful financial support received main grant funders dcms,donation join us supporting nature special evening songs created to accompany lost words lost spells books,0.7712,0,1,0.1,0,10,0.0625,0,0.33333,1,0.1,0.0625,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.0, 0.45]",F
mm.musa.168,540796,mus_page540796_sent00009,ann_ex_00018,closed_cur,20210304,now closed covid,award winning heaven farm weald sussex close ashdown forest,0.3235,0,1,0.33333,0,3,0.11111,0,0.5,1,0.333333333,0.11111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.0, 0.45]",F
mm.New.59,786725,mus_page786725_sent00004,ann_ex_00180,online_event,20210304,online events,unique venue events family,0.7018,1,1,0.5,0.5,2,0.25,0.25,0.5,1,0.5,0.25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(0.45, 1.01]",F
mm.wiki.133,426372,mus_page426372_sent00062,ann_ex_00180,online_event,20210304,online events,event christmas craft shop we,0.6404,0,1,0.5,0,2,0.2,0,0.5,1,0.5,0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(0.45, 1.01]",F
mm.domus.EM099,1045720,mus_page1045720_sent00014,ann_ex_00176,online_engag,20210304,look online content our team lockdown,public content unas,0.4829,1,1,0.16667,0.16667,6,0.33333,0.33333,0.5,1,0.166666667,0.33333,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(0.0, 0.45]",F
mm.aim.0796,353328,mus_page353328_sent00051,ann_ex_00153,lang_difficulty,20210304,difficult time,urgent enquiries time please click enquire,0.5619,1,1,0.5,0.5,2,0.16667,0.16667,0.5,1,0.5,0.16667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.45, 1.01]",F
mm.domus.SE580,338786,mus_page338786_sent00075,ann_ex_00189,online_exhib,20210304,online exhibition,museum small temporary exhibition gallery,0.7119,1,1,0.5,0.5,2,0.2,0.2,0.5,1,0.5,0.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(0.45, 1.01]",F
mm.domus.SE158,782547,mus_page782547_sent00046,ann_ex_00191,online_exhib,20210304,online gallery,use online catalogue to,0.7136,1,1,0.5,0.5,2,0.25,0.25,0.5,1,0.5,0.25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(0.45, 1.01]",F
mm.wiki.504,138517,mus_page138517_sent00015,ann_ex_00042,closed_indef,20210304,museum closed further notice,he gave many years his country every thursday he comes 390th memorial museum gives his time knowledge our guests,0.7041,1,1,0.25,0.25,4,0.05263,0.05263,0.5,1,0.25,0.05263,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.0, 0.45]",F
mm.musa.016,710668,mus_page710668_sent00020,ann_ex_00026,closed_cur,20210304,currently closed government advice,your country immigration visas contact international pre sessional english living london application advice,0.7107,1,1,0.25,0.25,4,0.07692,0.07692,0.33333,1,0.25,0.07692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.0, 0.45]",F
mm.domus.SE488,775571,mus_page775571_sent00024,ann_ex_00180,online_event,20210304,online events,events facilities hire us,0.669,1,1,0.5,0.5,2,0.25,0.25,0.5,1,0.5,0.25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(0.45, 1.01]",F
mm.aim.0440,459825,mus_page459825_sent00002,ann_ex_00170,online_engag,20210304,subscribe newsletter,how you can help sponsors archived newsletters history ryde royal victoria arcade ryde houses,0.4894,0,1,0.5,0,2,0.07143,0,1,1,0.5,0.07143,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(0.45, 1.01]",F
mm.aim.0207,698073,mus_page698073_sent00053,ann_ex_00235,reopen_intent,20210304,we look forward seeing soon,we look forward re opening lockdown lifts which currently we hoping to re open weekend 22nd,0.8771,3,3,0.6,0.6,5,0.1875,0.1875,0.5,3,0.6,0.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"(0.45, 1.01]",T
mm.domus.SE546,68911,mus_page68911_sent00004,ann_ex_00190,online_exhib,20210304,online collection,join support us art collections,0.6332,0,1,0.5,0,2,0.2,0,0.5,1,0.5,0.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(0.45, 1.01]",F
mm.domus.SC283,305016,mus_page305016_sent00117,ann_ex_00170,online_engag,20210304,subscribe newsletter,subscribe our newsletter email,0.8976,2,2,1,1,2,0.5,0.5,1,2,1,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(0.45, 1.01]",T
mm.MDN.010,180671,mus_page180671_sent00309,ann_ex_00149,lang_difficulty,20210304,critical time,project neal white play ground depth field place relief time donatello mother figure modernist maternities leeds sculpture collections,0.6528,1,1,0.5,0.5,2,0.05556,0.05556,0.5,1,0.5,0.05556,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.45, 1.01]",F
mm.mgs.408,304368,mus_page304368_sent00015,ann_ex_00024,closed_cur,20210304,will closed national lockdown,opening hours museum currently closed refurbishment museum mound,0.6696,1,1,0.25,0.25,4,0.125,0.125,0.5,1,0.25,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.0, 0.45]",T
mm.domus.WM035,96546,mus_page96546_sent00165,ann_ex_00153,lang_difficulty,20210304,difficult time,greens public question time,0.7461,1,1,0.5,0.5,2,0.25,0.25,0.5,1,0.5,0.25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.45, 1.01]",F
mm.nimc.006,8229,mus_page8229_sent00250,ann_ex_00188,online_exhib,20210304,online letters,services help centre online shop help centre venue hire residential farm lettings information suppliers media,0.5464,1,1,0.5,0.5,2,0.06667,0.06667,0.5,1,0.5,0.06667,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(0.45, 1.01]",F
mm.wiki.206,562324,mus_page562324_sent00002,ann_ex_00275,staff_working,20210304,please contact museum information,local history local information contact us website design lt consulting,0.8284,2,2,0.5,0.5,4,0.2,0.2,0.5,2,0.5,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"(0.45, 1.01]",F
mm.domus.SC196,91183,mus_page91183_sent00066,ann_ex_00024,closed_cur,20210304,will closed national lockdown,summerlee museum scottish industrial life temporarily closed,0.6753,1,1,0.25,0.25,4,0.14286,0.14286,0.5,1,0.25,0.14286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.0, 0.45]",T
mm.aim.0679,56595,mus_page56595_sent00075,ann_ex_00198,open_cur,20210304,you would like to visit museum please contact make prior arrangements,you would like to support museum donation please make cheque payable national cycle museum post us automobile palace temple street llandrindod wells powys ld1 5dl,0.8697,7,7,0.63636,0.63636,11,0.28,0.28,0.5,7,0.636363636,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"(0.45, 1.01]",F
mm.ace.1299,706330,mus_page706330_sent00048,ann_ex_00204,open_onlineshop,20210304,our online shop remains open,protected access castle site passing visitor centre visitor centre main level accessed only terrace including shop existing toilets both staff controlled access,0.7564,1,1,0.2,0.2,5,0.04545,0.04545,0.5,1,0.2,0.04545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"(0.0, 0.45]",F
mm.New.119,608170,mus_page608170_sent00014,ann_ex_00149,lang_difficulty,20210304,critical time,gifts devised october intended distribution who serving overseas sea time christmas,0.6416,1,1,0.5,0.5,2,0.09091,0.09091,0.5,1,0.5,0.09091,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.45, 1.01]",F
mm.domus.SE153,273628,mus_page273628_sent00011,ann_ex_00190,online_exhib,20210304,online collection,tiger squadron museum appeal usaaf 458th bg shop online,0.6408,1,1,0.5,0.5,2,0.11111,0.11111,0.5,1,0.5,0.11111,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(0.45, 1.01]",F
mm.domus.SW148,10542,mus_page10542_sent00117,ann_ex_00179,online_engag,20210304,will keep you updated changes website social media channels,accommodation activity sudeley castle gardens covid update tickets must purchased advance face covering mask worn when miles away belas knap long barrow english heritage,0.6292,0,1,0.11111,0,9,0.04167,0,1,1,0.111111111,0.04167,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(0.0, 0.45]",F
mm.musa.371,777003,mus_page777003_sent00179,ann_ex_00185,online_event,20210304,online event,shop online delivery info returns,0.7534,1,1,0.5,0.5,2,0.2,0.2,0.5,1,0.5,0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(0.45, 1.01]",F
mm.domus.SE461,298717,mus_page298717_sent00083,ann_ex_00195,open_cafe,20210304,our cafe open,old school cafe light lunches drinks snacks here family community projects learning here,0.772,1,1,0.33333,0.33333,3,0.07692,0.07692,0.5,1,0.333333333,0.07692,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"(0.0, 0.45]",F
mm.domus.NW099,52181,mus_page52181_sent00008,ann_ex_00204,open_onlineshop,20210304,our online shop remains open,main menu additional become member shop expand plan your visit tate liverpool tate liverpool,0.7351,1,1,0.2,0.2,5,0.07143,0.07143,0.5,1,0.2,0.07143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"(0.0, 0.45]",F
mm.domus.NI003,94967,mus_page94967_sent00021,ann_ex_00237,reopen_intent,20210304,we look forward seeing back museum,we look forward welcoming our visitors back will keep you informed when we to reopen our social media website,0.8896,4,4,0.66667,0.66667,6,0.21053,0.21053,0.5,4,0.666666667,0.21053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"(0.45, 1.01]",T
mm.domus.SC246,366843,mus_page366843_sent00106,ann_ex_00257,reopen_plan,20210304,we currently plan to re open,opens new window,0.6268,0,1,0.16667,0,6,0.33333,0,0.5,1,0.166666667,0.33333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(0.0, 0.45]",F
mm.wiki.104,160133,mus_page160133_sent00021,ann_ex_00166,lang_difficulty,20210304,it great regret,it regret museum currently closed pending further government advice,0.7367,2,2,0.66667,0.66667,3,0.22222,0.22222,0.5,2,0.666666667,0.22222,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.45, 1.01]",F
mm.domus.SE035,99072,mus_page99072_sent00013,ann_ex_00183,online_event,20210304,live online,your visit planner map museums online collect badges awards award badge details awards gallery,0.5476,1,1,0.5,0.5,2,0.07143,0.07143,0.5,1,0.5,0.07143,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(0.45, 1.01]",F
mm.musa.329,817105,mus_page817105_sent00111,ann_ex_00036,closed_cur,20210304,line government restrictions remain closed now,mon closed tue,0.3073,1,1,0.16667,0.16667,6,0.33333,0.33333,0.33333,1,0.166666667,0.33333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.0, 0.45]",F
mm.ace.1291,568767,mus_page568767_sent00005,ann_ex_00246,reopen_intent,20210304,look forward welcoming you again soon,what can you learn our parish,0.7951,1,1,0.16667,0.16667,6,0.16667,0.16667,0.33333,1,0.166666667,0.16667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"(0.0, 0.45]",F
mm.New.67,629106,mus_page629106_sent00028,ann_ex_00190,online_exhib,20210304,online collection,smailholm tower scran browse images our online learning resource,0.7114,1,1,0.5,0.5,2,0.11111,0.11111,0.5,1,0.5,0.11111,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(0.45, 1.01]",T
mm.aim.0447,470518,mus_page470518_sent00001,ann_ex_00185,online_event,20210304,online event,hollycombe steam country liphook hants buy tickets online menu attractions,0.6423,1,1,0.5,0.5,2,0.1,0.1,0.5,1,0.5,0.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(0.45, 1.01]",F
mm.aim.1312,740741,mus_page740741_sent00059,ann_ex_00190,online_exhib,20210304,online collection,story reasonable blackman admin news festive jam jar lanterns craft admin check exclusive silk gifts produced mill ’s historic looms our online shop,0.6462,1,1,0.5,0.5,2,0.04348,0.04348,0.5,1,0.5,0.04348,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(0.45, 1.01]",F
mm.musa.073,62770,mus_page62770_sent00144,ann_ex_00032,closed_cur,20210304,currently closed coronavirus pandemic,carlisle castle currently closed tickets pre booked closed period will cancelled refunds automatically made needed there no need to contact us,0.3908,2,2,0.5,0.5,4,0.09524,0.09524,0.5,2,0.5,0.09524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.45, 1.01]",T
mm.aim.1117,541636,mus_page541636_sent00003,ann_ex_00219,reopen_intent,20210304,open soon possible,open 17th may subject covid-19 regulations,0.734,1,1,0.33333,0.33333,3,0.16667,0.16667,0.5,1,0.333333333,0.16667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"(0.0, 0.45]",T
mm.domus.SC114,68486,mus_page68486_sent00007,ann_ex_00042,closed_indef,20210304,museum closed further notice,we remain closed season ongoing vital organisational restructuring to help secure sustainable future our very special museum heritage centre us,0.7581,2,1,0.25,0.5,4,0.05,0.1,0.5,2,0.5,0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.45, 1.01]",T
mm.domus.SE300,432562,mus_page432562_sent00014,ann_ex_00185,online_event,20210304,online event,museum offers lively programme events exhibitions wonderful tradition learning ages abilities,0.6125,0,1,0.5,0,2,0.09091,0,0.5,1,0.5,0.09091,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(0.45, 1.01]",F
mm.domus.SE580,338786,mus_page338786_sent00003,ann_ex_00233,reopen_intent,20210304,welcoming you back soon,welcome itinerary planner,0.5392,0,1,0.25,0,4,0.33333,0,0.5,1,0.25,0.33333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"(0.0, 0.45]",F
mm.domus.SE522,113653,mus_page113653_sent00153,ann_ex_00041,closed_indef,20210304,closed further notice,bookshop house shop remain closed further notice,0.8278,3,2,0.66667,1,3,0.28571,0.42857,0.66667,3,1,0.42857,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.45, 1.01]",T
